"Initiative","State","County","City","Recipient","Links",Number Of Initiatives
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Sports & Exhibition Authority of Pittsburgh and Allegheny Co                                                                                                                                                                                                            ","Lower Hill Redevelopment                                                                                                                                                                                                                                                                                                                                                                                                                         ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","St Clair County Road Commission                                                                                                                                                                                                                                         ","Smiths Creek Road and Bridge Reconstruction                                                                                                                                                                                                                                                                                                                                                                                                      ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","St. Michael IRA                                                                                                                                                                                                                                                         ","St. Michael Community Streets                                                                                                                                                                                                                                                                                                                                                                                                                    ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","State of Oklahoma                                                                                                                                                                                                                                                       ","Erick to Sayre Freight Railroad Rehabilitation                                                                                                                                                                                                                                                                                                                                                                                                   ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Taos Pueblo                                                                                                                                                                                                                                                             ","Taos Pueblo Veterans Highway                                                                                                                                                                                                                                                                                                                                                                                                                     ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Tennessee DOT                                                                                                                                                                                                                                                           ","Northwest Tennessee Port (Lake County)                                                                                                                                                                                                                                                                                                                                                                                                           ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Texas DOT                                                                                                                                                                                                                                                               ","Texas State Highway 161 (Grand Prairie)                                                                                                                                                                                                                                                                                                                                                                                                          ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Texas DOT                                                                                                                                                                                                                                                               ","Tower 55 Freight Rail Improvements                                                                                                                                                                                                                                                                                                                                                                                                               ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","The City of Boston                                                                                                                                                                                                                                                      ","Connect Historic Boston                                                                                                                                                                                                                                                                                                                                                                                                                          ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","The City of Oklahoma City                                                                                                                                                                                                                                               ","OKC Intermodal Transportation Hub                                                                                                                                                                                                                                                                                                                                                                                                                ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","The City of Orlando                                                                                                                                                                                                                                                     ","Parramore Bus Rapid Transit                                                                                                                                                                                                                                                                                                                                                                                                                      ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","The City of Providence                                                                                                                                                                                                                                                  ","Port of Providence: Electric Cranes                                                                                                                                                                                                                                                                                                                                                                                                              ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","The Hopi Tribe                                                                                                                                                                                                                                                          ","Tawa'ovi Community Streets and Infrastructure Project                                                                                                                                                                                                                                                                                                                                                                                            ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","The Transit Authority of the City of Omaha                                                                                                                                                                                                                              ","Central Omaha Bus Rapid Transit                                                                                                                                                                                                                                                                                                                                                                                                                  ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","THREE AFFILIATED TRIBES                                                                                                                                                                                                                                                 ","Fort Berthold Comprehensive Regional Transportation Plan                                                                                                                                                                                                                                                                                                                                                                                         ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Town of Jackson                                                                                                                                                                                                                                                         ","Jackson Intermodal Connectivity                                                                                                                                                                                                                                                                                                                                                                                                                  ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Town of Normal, IL                                                                                                                                                                                                                                                      ","Normal Multimodal Transportation Center                                                                                                                                                                                                                                                                                                                                                                                                          ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Town of Truckee                                                                                                                                                                                                                                                         ","State Route 89 Railroad Undercrossing                                                                                                                                                                                                                                                                                                                                                                                                            ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Town of Waterloo, IN                                                                                                                                                                                                                                                    ","Waterloo Rail Station Improvements                                                                                                                                                                                                                                                                                                                                                                                                               ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Town Of Windsor                                                                                                                                                                                                                                                         ","Great Western Freight Improvement                                                                                                                                                                                                                                                                                                                                                                                                                ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Transportation, Connecticut Department of                                                                                                                                                                                                                               ","New England Central Railroad Freight Rail Project                                                                                                                                                                                                                                                                                                                                                                                                ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Tri-City Port District                                                                                                                                                                                                                                                  ","The Southwestern Illinois Intermodal Freight Transportation Hub                                                                                                                                                                                                                                                                                                                                                                                  ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Tribe of Smith River Rancheria                                                                                                                                                                                                                                          ","US 101 Smith River Safety Corridor                                                                                                                                                                                                                                                                                                                                                                                                               ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Tulsa Rogers County Port Authority                                                                                                                                                                                                                                      ","Port of Catoosa Main Dock Rehabilitation                                                                                                                                                                                                                                                                                                                                                                                                         ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Turtle Mountain Band of Chippewa                                                                                                                                                                                                                                        ","BIA 7 - College Road Improvements                                                                                                                                                                                                                                                                                                                                                                                                                ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Utah Transit Authority                                                                                                                                                                                                                                                  ","Sugar House Streetcar - South Salt Lake City                                                                                                                                                                                                                                                                                                                                                                                                     ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Vermont Agency of Transportation                                                                                                                                                                                                                                        ","Northern Vermont Freight Rail Project                                                                                                                                                                                                                                                                                                                                                                                                            ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Vermont Agency of Transportation                                                                                                                                                                                                                                        ","Western Corridor Rail Rehabilitation                                                                                                                                                                                                                                                                                                                                                                                                             ","                                                                                                                                                   ",1
