"Initiative","State","County","City","Recipient","Links",Number Of Initiatives
"StrikeForce                                                                                                                                                                                                                                                     ","TX                                                                                                                                                                                                                                                             ","Gaines County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","TX                                                                                                                                                                                                                                                             ","Garza County                                                                                                                                                                                                                                                   ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","TX                                                                                                                                                                                                                                                             ","Gonzales County                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","TX                                                                                                                                                                                                                                                             ","Hale County                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","TX                                                                                                                                                                                                                                                             ","Hall County                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","TX                                                                                                                                                                                                                                                             ","Hardeman County                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","TX                                                                                                                                                                                                                                                             ","Hidalgo County                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","TX                                                                                                                                                                                                                                                             ","Houston County                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","TX                                                                                                                                                                                                                                                             ","Howard County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","TX                                                                                                                                                                                                                                                             ","Hudspeth County                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","TX                                                                                                                                                                                                                                                             ","Jeff Davis County                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","TX                                                                                                                                                                                                                                                             ","Jim Wells County                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","TX                                                                                                                                                                                                                                                             ","Karnes County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","TX                                                                                                                                                                                                                                                             ","Kenedy County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","TX                                                                                                                                                                                                                                                             ","Kinney County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","TX                                                                                                                                                                                                                                                             ","Kleberg County                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","TX                                                                                                                                                                                                                                                             ","Knox County                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","TX                                                                                                                                                                                                                                                             ","La Salle County                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","TX                                                                                                                                                                                                                                                             ","Lamb County                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","TX                                                                                                                                                                                                                                                             ","Limestone County                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","TX                                                                                                                                                                                                                                                             ","Lynn County                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","TX                                                                                                                                                                                                                                                             ","Madison County                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","TX                                                                                                                                                                                                                                                             ","Marion County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","TX                                                                                                                                                                                                                                                             ","Matagorda County                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","TX                                                                                                                                                                                                                                                             ","Maverick County                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","TX                                                                                                                                                                                                                                                             ","McCulloch County                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","TX                                                                                                                                                                                                                                                             ","McLennan County                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","TX                                                                                                                                                                                                                                                             ","Morris County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
