"Initiative","State","County","City","Recipient","Links",Number Of Initiatives
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","MI                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Grand Blanc Township                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","MI                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Highland Park                                                                                                                                                                                                                                                           ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","MI                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Lansing                                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","MI                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Redford Township                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","MI                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Southfield                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","MN                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Brooklyn Park                                                                                                                                                                                                                                                           ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","MN                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Minneapolis                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",2
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","MN                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Ramsey County                                                                                                                                                                                                                                                           ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","MN                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","St Paul                                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","MO                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Ferguson                                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","MO                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Kansas City                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",2
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","MO                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Normandy                                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","MO                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","St Louis                                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","MS                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Glendora                                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","MS                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Jackson                                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","MS                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Okolona                                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","MS                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Starkville                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","MS                                                                                                                                                                                                                                                             ","Oktibeha                                                                                                                                                                                                                                                       ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","NC                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Charlotte                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",2
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","NC                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Durham                                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",2
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","NC                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Salisbury                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","NC                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Spring Lake                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","NC                                                                                                                                                                                                                                                             ","Orange                                                                                                                                                                                                                                                         ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","NJ                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Atlantic City                                                                                                                                                                                                                                                           ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","NJ                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Jersey City                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",2
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","NJ                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Newark                                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",2
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","NJ                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Princeton                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"My Brother's Keeper Community Challenge                                                                                                                                                                                                                         ","NM                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Albuquerque                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",2
