"Initiative","State","County","City","Recipient","Links",Number Of Initiatives
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","CT                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Bridgeport                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","CT                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Hartford                                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","DC                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Washington                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","DE                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Dover                                                                                                                                                                                                                                                                   ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","DE                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Georgetown                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","DE                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Newark                                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","DE                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Wilmington                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","DE                                                                                                                                                                                                                                                             ","New Castle County                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","FL                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Bradenton                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","FL                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Broward County                                                                                                                                                                                                                                                          ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","FL                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Fort Lauderdale                                                                                                                                                                                                                                                         ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","FL                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Ft. Myers                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","FL                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Gainesville                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","FL                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Jacksonville                                                                                                                                                                                                                                                            ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","FL                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Miami                                                                                                                                                                                                                                                                   ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","FL                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Miami -Dade County                                                                                                                                                                                                                                                      ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","FL                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Ocala                                                                                                                                                                                                                                                                   ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","FL                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Orange County                                                                                                                                                                                                                                                           ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","FL                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Orlando                                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","FL                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Palm Beach County                                                                                                                                                                                                                                                       ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","FL                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Sanford                                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","FL                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","St. Petersburg                                                                                                                                                                                                                                                          ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","FL                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Tallahassee                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","FL                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Tampa                                                                                                                                                                                                                                                                   ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","FL                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","West Palm Beach                                                                                                                                                                                                                                                         ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","FL                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Wilton Manor                                                                                                                                                                                                                                                            ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","GA                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Atlanta                                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","GA                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Ball Ground                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
