"Initiative","State","County","City","Recipient","Links",Number Of Initiatives
"NEA Our Town                                                                                                                                                                                                                                                    ","MO                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","St. Louis                                                                                                                                                                                                                                                               ","Grand Center District                                                                                                                                                                                                                                                                                                                                                                                                                            ","http://arts.gov/national/our-town/grantee/2014/grand-center-inc                                                                                    ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","MS                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Jackson                                                                                                                                                                                                                                                                 ","Downtown                                                                                                                                                                                                                                                                                                                                                                                                                                         ","http://arts.gov/exploring-our-town/art-garden                                                                                                      ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","MS                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Jackson                                                                                                                                                                                                                                                                 ","Downtown                                                                                                                                                                                                                                                                                                                                                                                                                                         ","http://arts.gov/national/our-town/grantee/2014/mississippi-museum-art-inc                                                                          ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","MS                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Jackson                                                                                                                                                                                                                                                                 ","Midtown Arts District                                                                                                                                                                                                                                                                                                                                                                                                                            ","http://arts.gov/national/our-town/grantee/2012/arts-center-mississippi                                                                             ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","MT                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Missoula                                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","http://arts.gov/exploring-our-town/writing-lives                                                                                                   ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","NC                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Charlotte                                                                                                                                                                                                                                                               ","North Tryon  Street Corridor                                                                                                                                                                                                                                                                                                                                                                                                                     ","http://arts.gov/national/our-town/grantee/2012/arts-science-council-charlotte-mecklenburg                                                          ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","NC                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Greensboro                                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","http://arts.gov/national/our-town/grantee/2014/united-arts-council-greater-greensboro-inc-aka-artsgreensboro                                       ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","NC                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Greensboro                                                                                                                                                                                                                                                              ","Downtown                                                                                                                                                                                                                                                                                                                                                                                                                                         ","http://arts.gov/exploring-our-town/overunderpass                                                                                                   ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","NC                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Salisbury                                                                                                                                                                                                                                                               ","Downtown                                                                                                                                                                                                                                                                                                                                                                                                                                         ","http://arts.gov/national/our-town/grantee/2013/city-salisbury-north-carolina                                                                       ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","NC                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Wilson                                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","http://arts.gov/exploring-our-town/vollis-simpson-whirligig-park                                                                                   ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","NC                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Wilson                                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","http://arts.gov/national/our-town/grantee/2014/city-wilson-north-carolina                                                                          ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","NC                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Winston-Salem                                                                                                                                                                                                                                                           ","Downtown                                                                                                                                                                                                                                                                                                                                                                                                                                         ","                                                                                                                                                   ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","ND                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Fargo                                                                                                                                                                                                                                                                   ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","http://arts.gov/exploring-our-town/fargo-project                                                                                                   ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","NE                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Omaha                                                                                                                                                                                                                                                                   ","24th and Lake Street District                                                                                                                                                                                                                                                                                                                                                                                                                    ","http://arts.gov/national/our-town/grantee/2012/city-omaha                                                                                          ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","NE                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Omaha                                                                                                                                                                                                                                                                   ","Old Market South neighborhood                                                                                                                                                                                                                                                                                                                                                                                                                    ","http://arts.gov/national/our-town/grantee/2013/blue-barn-theatre                                                                                   ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","NJ                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Camden                                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","NJ                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Newark                                                                                                                                                                                                                                                                  ","Riverfront                                                                                                                                                                                                                                                                                                                                                                                                                                       ","http://arts.gov/national/our-town/grantee/2013/ironbound-community-corporation                                                                     ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","NJ                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Paterson                                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","http://arts.gov/content/new-jersey-community-development-corporation                                                                               ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","NM                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Albuquerque                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","http://arts.gov/national/our-town/grantee/2013/cultural-services-department-city-albuquerque-new-mexico                                            ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","NM                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Albuquerque                                                                                                                                                                                                                                                             ","Historic MainStreet Bridge Boulevard Corridor                                                                                                                                                                                                                                                                                                                                                                                                    ","http://arts.gov/national/our-town/grantee/2014/county-bernalillo-new-mexico                                                                        ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","NM                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Santa Fe                                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","NV                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Las Vegas                                                                                                                                                                                                                                                               ","Maryland Parkway corridor                                                                                                                                                                                                                                                                                                                                                                                                                        ","http://arts.gov/national/our-town/grantee/2014/clark-county-nevada-aka-clark-county-department-parks-recreation                                    ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","NY                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Brooklyn                                                                                                                                                                                                                                                                ","Brownsville neighborhood                                                                                                                                                                                                                                                                                                                                                                                                                         ","http://arts.gov/national/our-town/grantee/2013/groundswell-community-mural-project                                                                 ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","NY                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Buffalo                                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","http://arts.gov/national/our-town/grantee/2014/city-buffalo-new-york                                                                               ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","NY                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","Buffalo                                                                                                                                                                                                                                                                 ","Grant Street                                                                                                                                                                                                                                                                                                                                                                                                                                     ","http://arts.gov/national/our-town/grantee/2012/young-audiences-western-new-york                                                                    ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","NY                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","New York                                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","NY                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","New York                                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","http://arts.gov/exploring-our-town/seniors-partnering-artists-citywide                                                                             ",1
"NEA Our Town                                                                                                                                                                                                                                                    ","NY                                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                               ","New York                                                                                                                                                                                                                                                                ","Hudson Yards                                                                                                                                                                                                                                                                                                                                                                                                                                     ","http://arts.gov/content/hudson-yards-development-corporation                                                                                       ",1
